exp_id,video file,resolution,FPS,length(s),sim_threshold,face_cnt,min_csize,face_cloth_weights,use_merging,number of persons,total time(s),DBI
exp0205,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,380,10,"[1.0, 0.8]",False,8,40.596,1.6896245421050922
exp0206,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,380,10,"[1.0, 0.9]",True,5,41.221,1.8327096098510047
exp0207,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,380,10,"[1.0, 0.9]",False,6,41.307,1.823217506977916
exp0208,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,380,10,"[1.0, 1.0]",True,6,42.583,1.83503370304094
exp0209,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,380,10,"[1.0, 1.0]",False,7,42.644,1.8305562057006808
exp0210,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,380,15,"[1.0, 0.3]",True,1,40.753,-10000000000.0
exp0211,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,380,15,"[1.0, 0.3]",False,9,40.777,1.4462362445711492
exp0212,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,380,15,"[1.0, 0.5]",True,4,39.541,2.256632705933789
exp0213,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,380,15,"[1.0, 0.5]",False,7,39.876,1.4864598411618712
exp0214,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,380,15,"[1.0, 0.6]",True,5,38.985,1.5976344519856245
exp0215,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,380,15,"[1.0, 0.6]",False,7,39.812,1.5259714751049738
exp0216,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,380,15,"[1.0, 0.7]",True,6,39.563,1.836522540006139
exp0217,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,380,15,"[1.0, 0.7]",False,8,40.235,1.637080938056748
exp0218,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,380,15,"[1.0, 0.8]",True,6,41.303,1.871119757111998
exp0219,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,380,15,"[1.0, 0.8]",False,8,41.483,1.6896245421050922
exp0220,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,380,15,"[1.0, 0.9]",True,5,41.82,1.8327096098510047
exp0221,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,380,15,"[1.0, 0.9]",False,6,41.32,1.823217492628321
exp0222,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,380,15,"[1.0, 1.0]",True,6,41.629,1.835033715614176
exp0223,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,380,15,"[1.0, 1.0]",False,7,42.476,1.8305562634356072
exp0224,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,5,"[1.0, 0.3]",True,1,41.281,-10000000000.0
exp0225,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,5,"[1.0, 0.3]",False,12,41.181,1.400020378983064
exp0226,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,5,"[1.0, 0.5]",True,4,42.856,2.947635509519
exp0227,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,5,"[1.0, 0.5]",False,12,40.638,1.4427223332095869
exp0228,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,5,"[1.0, 0.6]",True,7,41.52,2.1005199708805904
exp0229,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,5,"[1.0, 0.6]",False,11,41.043,1.4992144933189897
exp0230,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,5,"[1.0, 0.7]",True,7,41.186,1.975428561698303
exp0231,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,5,"[1.0, 0.7]",False,11,40.785,1.532111332587089
exp0232,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,5,"[1.0, 0.8]",True,9,42.83,1.8856364226786704
exp0233,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,5,"[1.0, 0.8]",False,13,41.626,1.5439950935448832
exp0234,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,5,"[1.0, 0.9]",True,7,42.485,1.7282078575498336
exp0235,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,5,"[1.0, 0.9]",False,10,42.271,1.624647125701562
exp0236,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,5,"[1.0, 1.0]",True,7,42.895,1.7271955001032822
exp0237,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,5,"[1.0, 1.0]",False,8,42.256,1.7281358988664044
exp0238,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,8,"[1.0, 0.3]",True,1,40.978,-10000000000.0
exp0239,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,8,"[1.0, 0.3]",False,9,40.176,1.446236265577815
exp0240,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,8,"[1.0, 0.5]",True,4,42.722,2.7924444870399934
exp0241,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,8,"[1.0, 0.5]",False,9,39.898,1.5064902764974308
exp0242,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,8,"[1.0, 0.6]",True,6,40.826,2.282397738292778
exp0243,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,8,"[1.0, 0.6]",False,10,40.717,1.5645358155306597
exp0244,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,8,"[1.0, 0.7]",True,6,41.298,2.135730329274124
exp0245,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,8,"[1.0, 0.7]",False,10,41.223,1.5998799790707527
exp0246,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,8,"[1.0, 0.8]",True,7,40.894,1.856969181682404
exp0247,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,8,"[1.0, 0.8]",False,10,40.545,1.6139870332088075
exp0248,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,8,"[1.0, 0.9]",True,6,42.05,1.820730394837202
exp0249,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,8,"[1.0, 0.9]",False,8,41.969,1.70208645613182
exp0250,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,8,"[1.0, 1.0]",True,6,42.615,1.835033709997048
exp0251,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,8,"[1.0, 1.0]",False,7,43.174,1.8305562849034869
exp0252,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,10,"[1.0, 0.3]",True,1,41.235,-10000000000.0
exp0253,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,10,"[1.0, 0.3]",False,9,40.907,1.4462362445711494
exp0254,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,10,"[1.0, 0.5]",True,4,41.46,2.5108325510528684
exp0255,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,10,"[1.0, 0.5]",False,8,40.544,1.5512933742576425
exp0256,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,10,"[1.0, 0.6]",True,6,41.432,2.222153891388261
exp0257,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,10,"[1.0, 0.6]",False,9,40.278,1.5588123471696378
exp0258,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,10,"[1.0, 0.7]",True,6,41.383,2.080055851388418
exp0259,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,10,"[1.0, 0.7]",False,9,40.749,1.6086894137973369
exp0260,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,10,"[1.0, 0.8]",True,6,40.709,1.871119694383849
exp0261,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,10,"[1.0, 0.8]",False,8,40.641,1.689624538017164
exp0262,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,10,"[1.0, 0.9]",True,5,41.523,1.832709657743916
exp0263,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,10,"[1.0, 0.9]",False,6,41.443,1.8232174926283216
exp0264,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,10,"[1.0, 1.0]",True,6,42.278,1.83503370304094
exp0265,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,10,"[1.0, 1.0]",False,7,42.784,1.830556284903487
exp0266,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,15,"[1.0, 0.3]",True,1,41.247,-10000000000.0
exp0267,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,15,"[1.0, 0.3]",False,9,41.073,1.446236215625364
exp0268,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,15,"[1.0, 0.5]",True,4,40.55,2.256632837286772
exp0269,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,15,"[1.0, 0.5]",False,7,39.144,1.4864598411618717
exp0270,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,15,"[1.0, 0.6]",True,5,39.184,1.597634471751597
exp0271,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,15,"[1.0, 0.6]",False,7,39.124,1.5259715160375742
exp0272,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,15,"[1.0, 0.7]",True,6,39.625,1.836522543820972
exp0273,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,15,"[1.0, 0.7]",False,8,40.522,1.637080938056748
exp0274,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,15,"[1.0, 0.8]",True,6,40.082,1.8711197276717308
exp0275,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,15,"[1.0, 0.8]",False,8,40.779,1.689624538017164
exp0276,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,15,"[1.0, 0.9]",True,5,41.419,1.8327096184021268
exp0277,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,15,"[1.0, 0.9]",False,6,41.789,1.823217550025392
exp0278,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,15,"[1.0, 1.0]",True,6,42.432,1.83503370304094
exp0279,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,410,15,"[1.0, 1.0]",False,7,41.932,1.830556207045568
exp0280,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,5,"[1.0, 0.3]",True,1,40.631,-10000000000.0
exp0281,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,5,"[1.0, 0.3]",False,12,41.386,1.400020378983064
exp0282,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,5,"[1.0, 0.5]",True,4,42.546,2.9476355095190008
exp0283,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,5,"[1.0, 0.5]",False,12,40.852,1.4427223637979472
exp0284,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,5,"[1.0, 0.6]",True,7,41.146,2.100519953966868
exp0285,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,5,"[1.0, 0.6]",False,11,40.46,1.4992145251184732
exp0286,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,5,"[1.0, 0.7]",True,7,40.697,1.9754285176808428
exp0287,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,5,"[1.0, 0.7]",False,11,39.88,1.532111361860096
exp0288,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,5,"[1.0, 0.8]",True,9,42.103,1.885636385995016
exp0289,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,5,"[1.0, 0.8]",False,13,41.884,1.5439950716007416
exp0290,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,5,"[1.0, 0.9]",True,7,42.67,1.7282078582948646
exp0291,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,5,"[1.0, 0.9]",False,10,42.22,1.624647125701562
exp0292,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,5,"[1.0, 1.0]",True,7,42.014,1.7271954582490952
exp0293,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,5,"[1.0, 1.0]",False,8,42.679,1.7281359684432125
exp0294,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,8,"[1.0, 0.3]",True,1,40.345,-10000000000.0
exp0295,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,8,"[1.0, 0.3]",False,9,40.62,1.446236215625364
exp0296,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,8,"[1.0, 0.5]",True,4,43.046,2.792444487039992
exp0297,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,8,"[1.0, 0.5]",False,9,40.52,1.5064902542088252
exp0298,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,8,"[1.0, 0.6]",True,6,42.033,2.2823977148840777
exp0299,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,8,"[1.0, 0.6]",False,10,40.926,1.5645358155306597
exp0300,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,8,"[1.0, 0.7]",True,6,41.971,2.135730299376501
exp0301,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,8,"[1.0, 0.7]",False,10,40.318,1.5998800054682234
exp0302,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,8,"[1.0, 0.8]",True,7,40.854,1.856969181682404
exp0303,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,8,"[1.0, 0.8]",False,10,40.185,1.6139870332088075
exp0304,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,8,"[1.0, 0.9]",True,6,42.288,1.82073044462732
exp0305,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,8,"[1.0, 0.9]",False,8,41.372,1.7020864501868165
exp0306,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,8,"[1.0, 1.0]",True,6,42.968,1.835033709997048
exp0307,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,8,"[1.0, 1.0]",False,7,43.231,1.8305562634356072
exp0308,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,10,"[1.0, 0.3]",True,1,40.64,-10000000000.0
exp0309,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,10,"[1.0, 0.3]",False,9,39.892,1.446236265577815
exp0310,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,10,"[1.0, 0.5]",True,4,42.469,2.5108325412642816
exp0311,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,10,"[1.0, 0.5]",False,8,40.381,1.5512933464252168
exp0312,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,10,"[1.0, 0.6]",True,6,40.856,2.2221539738013534
exp0313,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,10,"[1.0, 0.6]",False,9,40.282,1.5588123522867217
exp0314,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,10,"[1.0, 0.7]",True,6,40.545,2.0800558550111767
exp0315,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,10,"[1.0, 0.7]",False,9,40.396,1.6086894550367
exp0316,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,10,"[1.0, 0.8]",True,6,40.367,1.8711197276717308
exp0317,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,10,"[1.0, 0.8]",False,8,40.969,1.6896244879464732
exp0318,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,10,"[1.0, 0.9]",True,5,42.258,1.8327096184021268
exp0319,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,10,"[1.0, 0.9]",False,6,42.526,1.823217550025392
exp0320,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,10,"[1.0, 1.0]",True,6,42.577,1.83503375970725
exp0321,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,10,"[1.0, 1.0]",False,7,42.575,1.8305562057006808
exp0322,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,15,"[1.0, 0.3]",True,1,40.91,-10000000000.0
exp0323,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,15,"[1.0, 0.3]",False,9,40.43,1.4462362020185562
exp0324,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,15,"[1.0, 0.5]",True,4,39.083,2.256632770774213
exp0325,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,15,"[1.0, 0.5]",False,7,38.561,1.486459892285814
exp0326,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,15,"[1.0, 0.6]",True,5,39.453,1.5976344126652835
exp0327,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,15,"[1.0, 0.6]",False,7,38.845,1.5259715160375742
exp0328,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,15,"[1.0, 0.7]",True,6,39.442,1.836522540006139
exp0329,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,15,"[1.0, 0.7]",False,8,40.452,1.6370809823205053
exp0330,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,15,"[1.0, 0.8]",True,6,40.265,1.871119757111998
exp0331,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,15,"[1.0, 0.8]",False,8,40.274,1.689624538017164
exp0332,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,15,"[1.0, 0.9]",True,5,41.048,1.8327096098510047
exp0333,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,15,"[1.0, 0.9]",False,6,42.009,1.8232175561270685
exp0334,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,15,"[1.0, 1.0]",True,6,42.488,1.8350337597072504
exp0335,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,440,15,"[1.0, 1.0]",False,7,42.049,1.8305562057006808
exp0336,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,5,"[1.0, 0.3]",True,1,40.262,-10000000000.0
exp0337,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,5,"[1.0, 0.3]",False,12,40.895,1.4000204864830492
exp0338,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,5,"[1.0, 0.5]",True,4,43.613,2.9476355095190017
exp0339,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,5,"[1.0, 0.5]",False,12,40.76,1.4427224038675872
exp0340,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,5,"[1.0, 0.6]",True,7,42.126,2.1005199708805904
exp0341,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,5,"[1.0, 0.6]",False,11,41.47,1.499214513298267
exp0342,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,5,"[1.0, 0.7]",True,7,40.684,1.975428561698303
exp0343,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,5,"[1.0, 0.7]",False,11,40.316,1.5321113267193986
exp0344,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,5,"[1.0, 0.8]",True,9,42.483,1.8856364226786708
exp0345,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,5,"[1.0, 0.8]",False,13,41.947,1.5439951031792205
exp0346,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,5,"[1.0, 0.9]",True,7,42.716,1.7282078582948646
exp0347,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,5,"[1.0, 0.9]",False,10,42.234,1.6246471067650112
exp0348,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,5,"[1.0, 1.0]",True,7,42.349,1.727195455818639
exp0349,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,5,"[1.0, 1.0]",False,8,42.522,1.728135891334956
exp0350,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,8,"[1.0, 0.3]",True,1,40.53,-10000000000.0
exp0351,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,8,"[1.0, 0.3]",False,9,41.143,1.446236215625364
exp0352,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,8,"[1.0, 0.5]",True,4,42.08,2.7924445029608256
exp0353,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,8,"[1.0, 0.5]",False,9,40.298,1.5064902764974308
exp0354,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,8,"[1.0, 0.6]",True,6,41.493,2.282397738292778
exp0355,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,8,"[1.0, 0.6]",False,10,40.658,1.5645358379095993
exp0356,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,8,"[1.0, 0.7]",True,6,41.505,2.135730299376501
exp0357,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,8,"[1.0, 0.7]",False,10,40.105,1.5998800054682234
exp0358,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,8,"[1.0, 0.8]",True,7,40.751,1.856969154275655
exp0359,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,8,"[1.0, 0.8]",False,10,41.645,1.6139870123044475
exp0360,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,8,"[1.0, 0.9]",True,6,42.17,1.82073044462732
exp0361,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,8,"[1.0, 0.9]",False,8,41.747,1.702086496309978
exp0362,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,8,"[1.0, 1.0]",True,6,41.841,1.835033715614176
exp0363,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,8,"[1.0, 1.0]",False,7,42.607,1.8305562849034869
exp0364,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,10,"[1.0, 0.3]",True,1,40.63,-10000000000.0
exp0365,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,10,"[1.0, 0.3]",False,9,40.004,1.4462362655778154
exp0366,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,10,"[1.0, 0.5]",True,4,41.722,2.510832640886035
exp0367,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,10,"[1.0, 0.5]",False,8,39.792,1.5512933333408414
exp0368,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,10,"[1.0, 0.6]",True,6,41.374,2.2221539591681587
exp0369,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,10,"[1.0, 0.6]",False,9,40.188,1.5588123471696378
exp0370,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,10,"[1.0, 0.7]",True,6,41.145,2.0800558513884178
exp0371,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,10,"[1.0, 0.7]",False,9,40.042,1.6086894550366997
exp0372,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,10,"[1.0, 0.8]",True,6,40.656,1.8711197329406248
exp0373,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,10,"[1.0, 0.8]",False,8,41.07,1.6896245421050922
exp0374,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,10,"[1.0, 0.9]",True,5,41.425,1.8327096098510047
exp0375,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,10,"[1.0, 0.9]",False,6,41.253,1.823217506977916
exp0376,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,10,"[1.0, 1.0]",True,6,42.779,1.8350337099970475
exp0377,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,10,"[1.0, 1.0]",False,7,42.809,1.8305562634356072
exp0378,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,15,"[1.0, 0.3]",True,1,40.452,-10000000000.0
exp0379,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,15,"[1.0, 0.3]",False,9,40.518,1.4462362445711492
exp0380,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,15,"[1.0, 0.5]",True,4,40.058,2.25663274143862
exp0381,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,15,"[1.0, 0.5]",False,7,38.294,1.486459892285814
exp0382,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,15,"[1.0, 0.6]",True,5,39.792,1.5976344126652835
exp0383,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,15,"[1.0, 0.6]",False,7,39.506,1.5259715186546607
exp0384,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,15,"[1.0, 0.7]",True,6,40.543,1.836522543820972
exp0385,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,15,"[1.0, 0.7]",False,8,40.141,1.6370809823205057
exp0386,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,15,"[1.0, 0.8]",True,6,41.157,1.871119757111998
exp0387,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,15,"[1.0, 0.8]",False,8,40.368,1.6896245965010286
exp0388,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,15,"[1.0, 0.9]",True,5,41.178,1.8327096098510047
exp0389,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,15,"[1.0, 0.9]",False,6,41.264,1.823217506977916
exp0390,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,15,"[1.0, 1.0]",True,6,42.806,1.83503370304094
exp0391,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,470,15,"[1.0, 1.0]",False,7,42.208,1.8305562057006808
exp0392,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,5,"[1.0, 0.3]",True,1,40.176,-10000000000.0
exp0393,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,5,"[1.0, 0.3]",False,12,40.618,1.4000204864830492
exp0394,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,5,"[1.0, 0.5]",True,4,43.188,2.9476355754875696
exp0395,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,5,"[1.0, 0.5]",False,12,39.856,1.4427223332095869
exp0396,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,5,"[1.0, 0.6]",True,7,42.387,2.1005199210419594
exp0397,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,5,"[1.0, 0.6]",False,11,40.813,1.4992144933189893
exp0398,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,5,"[1.0, 0.7]",True,7,41.205,1.9754285457165883
exp0399,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,5,"[1.0, 0.7]",False,11,40.055,1.5321113267193984
exp0400,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,5,"[1.0, 0.8]",True,9,42.6,1.8856364226786708
exp0401,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,5,"[1.0, 0.8]",False,13,41.677,1.5439950935448832
exp0402,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,5,"[1.0, 0.9]",True,7,42.529,1.7282078514055097
exp0403,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,5,"[1.0, 0.9]",False,10,42.514,1.624647204960341
exp0404,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,5,"[1.0, 1.0]",True,7,42.54,1.7271954524805315
exp0405,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,5,"[1.0, 1.0]",False,8,41.829,1.7281358988664044
exp0406,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,8,"[1.0, 0.3]",True,1,40.392,-10000000000.0
exp0407,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,8,"[1.0, 0.3]",False,9,40.929,1.4462362156253643
exp0408,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,8,"[1.0, 0.5]",True,4,42.664,2.7924444870399925
exp0409,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,8,"[1.0, 0.5]",False,9,40.78,1.5064902542088254
exp0410,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,8,"[1.0, 0.6]",True,6,41.099,2.2823976913664983
exp0411,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,8,"[1.0, 0.6]",False,10,40.278,1.5645358426787384
exp0412,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,8,"[1.0, 0.7]",True,6,41.01,2.135730340805912
exp0413,testvideo_3_0.mp4,720x1280,29.97,1065,0.6,500,8,"[1.0, 0.7]",False,10,39.954,1.5998800054682234
